StateID,Year,Quarter,TotalProd,TaxableBottlesCansProd,TaxableKegsProd,TaxablePremUseProd,TaxFreeExportProd,TaxFreePremUseProd,StocksOnHand
VT,2019,Q3,93920.32,45931.97,18027.58,8941.88,0.0,53.18,22930.88
VA,2019,Q3,4022305.02,3385871.24,294382.36,44595.39,122944.68,891.51,674610.63
WA,2019,Q3,172197.77,57634.56,54816.69,44166.09,,885.44,42406.95
WV,2019,Q3,3871.29,,1113.43,2505.11,0.0,,2007.31
WI,2019,Q3,2686477.0,2292470.0,,23188.0,5114.0,180.13,746558.75
WY,2019,Q3,16855.01,,5891.64,4103.25,,336.96,3616.4
AL,2019,Q4,16748.42,,2018.1,11198.69,0.0,182.2,7019.71
AK,2019,Q4,37425.85,,,7492.56,0.0,154.92,9342.75
AZ,2019,Q4,91700.29,,31358.57,13110.69,0.0,557.77,38945.33
AR,2019,Q4,9892.54,,,5282.7,0.0,40.29,2945.1
CA,2019,Q4,4395137.83,3406505.43,480020.06,108777.08,,2583.51,1179172.13
CO,2019,Q4,4796287.6,4180189.46,369080.86,40197.46,,2159.91,1339529.9
CT,2019,Q4,48876.99,23842.88,8625.68,9972.1,,735.76,23631.01
DE,2019,Q4,,,,3131.73,0.0,,
FL,2019,Q4,,,283927.73,47731.19,,1334.3,498001.31
GA,2019,Q4,3110370.93,2772785.4,111661.39,17359.3,,684.7,731419.22
HI,2019,Q4,19603.31,,8273.15,3017.35,,,7314.47
ID,2019,Q4,7728.22,4165.8,3261.96,3157.53,0.0,,5991.27
IL,2019,Q4,354478.34,267855.32,49044.2,31558.13,,932.22,72161.63
IN,2019,Q4,40956.28,14112.67,11288.66,14292.39,0.0,183.86,18528.16
IA,2019,Q4,31368.27,,4795.22,14877.25,,209.96,11153.64
KS,2019,Q4,6751.62,,1815.08,3291.47,0.0,263.1,3391.79
KY,2019,Q4,46443.85,30975.35,5968.66,6101.94,0.0,,32513.9
LA,2019,Q4,45455.49,,,16106.22,,316.54,
ME,2019,Q4,54573.7,17494.53,24521.91,11580.4,,81.72,23063.0
MD,2019,Q4,90852.49,72265.42,17323.99,7627.4,,1025.04,26342.09
MA,2019,Q4,120658.63,56938.78,32677.72,23656.64,,298.19,42056.47
MI,2019,Q4,352865.49,209526.72,75508.13,33330.25,,1639.33,137375.44
MN,2019,Q4,605523.95,,31691.07,29137.05,,340.82,66173.65
MS,2019,Q4,5731.86,,,2806.02,,,1699.45
MO,2019,Q4,,,,8987.02,,982.6,
MT,2019,Q4,37456.85,12025.1,8453.31,11956.31,,534.84,18520.73
NE,2019,Q4,13342.77,,2141.02,6333.26,0.0,161.74,4853.63
NV,2019,Q4,20117.24,4899.02,6793.66,5056.3,0.0,,3631.15
NJ,2019,Q4,,,,18763.65,,432.01,
NM,2019,Q4,32143.51,13875.13,8762.87,7931.26,,86.43,13989.38
NY,2019,Q4,2156093.04,1771916.08,108644.43,36584.53,44343.78,1397.24,614183.07
NC,2019,Q4,337395.69,245401.35,72419.4,41103.21,,775.03,171943.53
ND,2019,Q4,2896.33,,,2772.07,0.0,26.79,1336.41
OH,2019,Q4,4455450.83,3900589.58,346952.42,36217.14,,1440.81,799882.06
OK,2019,Q4,7196.11,,,6020.99,0.0,137.84,2677.3
OR,2019,Q4,350111.0,219427.32,79034.87,31485.93,1355.16,894.95,105199.1
PA,2019,Q4,1532228.02,1283626.85,195071.47,24165.74,,1474.13,413243.9
RI,2019,Q4,21664.16,9606.79,4017.43,5980.86,0.0,136.58,5161.03
SC,2019,Q4,25818.26,3133.58,3596.67,18081.16,0.0,498.6,19124.35
SD,2019,Q4,3572.09,,,2598.69,0.0,,1677.08
TN,2019,Q4,768133.66,682904.77,6325.15,16062.55,,,173163.25
TX,2019,Q4,4566741.36,3980644.98,268340.28,54084.58,,2321.3,852436.74
UT,2019,Q4,44006.65,22083.61,9707.55,5232.2,0.0,,13286.22
VT,2019,Q4,89662.98,47105.79,18535.83,7890.69,,44.88,37805.87
VA,2019,Q4,3730061.91,3119267.02,282993.96,45122.22,131377.56,221.65,625256.33
WA,2019,Q4,152382.04,49860.4,50921.32,37149.15,,692.54,43441.4
WV,2019,Q4,3244.57,,1056.0,2292.42,0.0,29.43,1885.51
WI,2019,Q4,2498307.0,2026211.0,,20231.0,8864.24,665.0,784481.41
WY,2019,Q4,12225.68,,3387.07,2987.87,,227.35,3435.96
AL,2020,Q1,14574.47,,1803.56,9326.44,0.0,,5225.9
AK,2020,Q1,41961.81,,7719.58,8510.14,0.0,112.76,16420.08
AZ,2020,Q1,111256.23,81743.06,19818.27,11889.21,0.0,401.89,39882.37
AR,2020,Q1,8710.6,,,4682.35,0.0,38.61,3207.99
CA,2020,Q1,4523044.0,3467291.92,381632.94,93191.0,251491.27,2365.0,1319146.83
CO,2020,Q1,5021441.81,4048530.35,305665.3,35618.03,4003.2,1486.91,1596195.64
CT,2020,Q1,47557.21,22395.87,8001.89,10565.6,0.0,307.17,20950.17
DE,2020,Q1,,,,3180.68,,,
DC,2020,Q1,6739.81,,,3053.71,0.0,,3185.9
FL,2020,Q1,,,249867.77,42810.93,,1473.92,531486.74
GA,2020,Q1,3206626.13,2743715.12,101039.26,19417.39,,558.1,827544.34
HI,2020,Q1,13934.87,,6677.6,2766.03,0.0,,4615.78
ID,2020,Q1,8899.42,5272.23,3108.33,3506.7,,,6804.69
IL,2020,Q1,399159.44,325098.53,38488.55,28068.15,,628.29,73718.3
IN,2020,Q1,42324.92,15740.46,11613.9,10956.96,0.0,174.11,19178.76
IA,2020,Q1,30296.71,,3775.04,13877.48,,115.56,9990.17
KS,2020,Q1,6804.15,,1546.44,3133.88,0.0,157.36,3252.22
KY,2020,Q1,47179.78,36922.46,5150.35,6113.86,0.0,,36121.65
LA,2020,Q1,51044.68,,,18551.9,,210.12,24329.93
ME,2020,Q1,51074.12,19062.02,19945.39,10835.57,0.0,85.46,22922.53
MD,2020,Q1,106411.14,92846.34,13905.97,6683.98,,552.15,30273.61
MA,2020,Q1,133635.28,66204.5,28231.02,20374.59,235.56,188.39,46507.34
MI,2020,Q1,340172.97,209440.74,63311.82,24965.71,,1338.91,145393.03
MN,2020,Q1,,,24879.16,24378.17,,309.65,74009.31
MS,2020,Q1,4295.7,,,,,,1438.16
MO,2020,Q1,,,,7964.61,,300.12,
MT,2020,Q1,36485.18,12569.1,7449.31,11017.5,,423.31,16712.47
NE,2020,Q1,13738.31,,1722.92,6898.7,0.0,182.91,5722.12
NV,2020,Q1,18501.11,4295.49,5042.32,5417.09,0.0,,3931.06
NH,2020,Q1,,,,13179.58,,412.95,
NJ,2020,Q1,,,,17375.3,,394.75,
NM,2020,Q1,32628.58,14509.13,7871.15,6471.47,0.0,84.12,14661.6
NY,2020,Q1,2504499.12,1994012.41,75432.3,28218.41,31020.62,905.66,783057.15
NC,2020,Q1,311252.01,239220.94,58178.25,35788.55,,789.7,140647.11
ND,2020,Q1,2358.81,0.0,0.0,2195.32,0.0,,1051.48
OH,2020,Q1,4345032.77,3803158.2,277361.31,26333.72,,1391.19,860528.32
OK,2020,Q1,6255.47,0.0,181.18,4878.88,0.0,110.88,3532.69
OR,2020,Q1,354179.7,217137.33,61584.43,22107.0,1148.68,729.21,123370.32
PA,2020,Q1,1707899.26,1479508.55,146197.21,21350.1,,2121.91,476814.29
RI,2020,Q1,18135.51,8673.26,3070.62,4260.79,0.0,93.4,4389.33
SC,2020,Q1,20278.73,3683.13,2612.16,9705.71,,471.84,17371.1
SD,2020,Q1,4161.44,,,2828.43,0.0,,2138.4
TN,2020,Q1,897943.48,782629.3,5543.52,16459.45,,715.44,206288.93
TX,2020,Q1,4393253.15,3724057.19,211919.43,43423.59,,1574.23,955232.38
UT,2020,Q1,49485.89,19148.49,9391.34,7903.04,0.0,,17537.55
VT,2020,Q1,84839.65,41647.53,15876.62,8301.87,,89.93,18562.71
VA,2020,Q1,3555099.73,2873743.74,230362.81,37871.48,183786.6,254.66,689456.41
WA,2020,Q1,143716.36,51042.78,41741.66,29507.71,,510.91,44600.34
WV,2020,Q1,2844.75,,852.76,1860.75,0.0,20.65,1910.57
WI,2020,Q1,2539877.0,1979666.4,,19186.0,6264.33,653.09,847255.93
WY,2020,Q1,13274.02,,4086.66,3185.17,,107.73,4062.41
AL,2020,Q2,17271.67,,674.56,12107.42,0.0,,6093.62
AK,2020,Q2,37735.91,,2975.5,9350.29,0.0,195.69,16169.18
AZ,2020,Q2,127979.63,,7351.06,7953.01,0.0,193.8,
AR,2020,Q2,7652.2,,,3290.36,0.0,19.46,2975.14
CA,2020,Q2,4800753.0,4272852.24,65277.72,98680.0,161876.93,1841.0,1368131.72
CO,2020,Q2,5393426.71,4836076.82,129538.99,31173.58,4370.83,1234.92,1596947.24
CT,2020,Q2,45757.79,29005.32,2201.4,10194.81,0.0,68.34,8727.5
DE,2020,Q2,,,,2716.4,,,
DC,2020,Q2,4937.4,0.0,0.0,5098.78,0.0,,2941.64
FL,2020,Q2,,,95252.78,27010.48,11364.16,1117.25,502667.79
GA,2020,Q2,3499493.48,3244261.88,39879.7,19419.06,,656.56,837078.37
HI,2020,Q2,5105.1,,272.82,871.04,,,7423.14
ID,2020,Q2,8738.91,8929.92,1695.53,3250.11,0.0,,7437.96
IL,2020,Q2,369470.98,348462.21,2197.93,28712.58,,615.51,71996.5
IN,2020,Q2,37173.73,16880.4,3959.19,11443.97,0.0,232.26,15957.64
IA,2020,Q2,31566.36,10704.01,1202.61,14101.95,,102.6,11065.84
KS,2020,Q2,6239.02,,1134.65,2993.78,0.0,67.98,3327.67
KY,2020,Q2,57552.69,,876.63,4200.68,0.0,,23395.63
LA,2020,Q2,42646.68,,,16774.09,,117.19,21646.97
ME,2020,Q2,44852.89,26266.49,2731.21,10357.63,,58.87,23788.14
MD,2020,Q2,117398.04,117829.94,3042.84,6330.77,,850.07,31545.4
MA,2020,Q2,121712.85,85785.31,5047.07,23764.66,,149.86,45315.45
MI,2020,Q2,386638.95,331121.56,13725.5,20324.01,,818.84,131562.67
MN,2020,Q2,867303.45,789026.67,3841.82,22960.41,,217.43,80186.66
MS,2020,Q2,3991.19,,,1938.57,0.0,,1610.51
MO,2020,Q2,,,,6844.53,,299.39,
MT,2020,Q2,39915.42,19353.94,5777.98,11962.18,0.0,503.22,14964.32
NE,2020,Q2,10675.95,,755.19,6239.71,0.0,129.33,4537.64
NV,2020,Q2,11348.08,5755.38,1311.7,2599.97,0.0,,2532.22
NH,2020,Q2,,,,12031.66,,229.55,
NJ,2020,Q2,,,,19333.82,0.0,880.96,
NM,2020,Q2,32435.46,21088.29,2281.92,4866.97,0.0,43.14,14468.96
NY,2020,Q2,2609954.63,2424880.64,21842.79,28581.68,,502.99,694629.89
NC,2020,Q2,355135.48,334623.24,12621.31,34200.24,,797.62,133558.05
ND,2020,Q2,2692.77,0.0,0.0,2438.83,0.0,,1092.86
OH,2020,Q2,4777364.11,4443945.25,97072.95,24384.48,,840.93,920145.84
OK,2020,Q2,8052.61,0.0,210.84,6140.93,0.0,120.66,3961.85
OR,2020,Q2,416467.95,350529.03,18293.13,24339.28,756.17,340.79,119494.0
PA,2020,Q2,1929141.84,1756128.36,35944.74,18559.66,,1219.3,502726.76
RI,2020,Q2,21947.7,15685.94,808.72,3612.4,0.0,,5984.66
SC,2020,Q2,19548.61,5492.88,1592.76,9420.55,,624.4,17876.89
SD,2020,Q2,3782.19,,,2590.58,0.0,,2183.56
TN,2020,Q2,998469.24,938688.13,2373.47,14676.01,,637.61,173212.15
TX,2020,Q2,4998973.55,4503494.08,84566.86,45751.47,,1261.46,1005719.4
UT,2020,Q2,33631.48,22435.09,1594.92,7968.27,,33.02,12949.85
VT,2020,Q2,87313.16,56000.07,2487.3,7246.36,,37.36,24732.92
VA,2020,Q2,3710798.76,3431851.06,61976.53,35918.37,,149.05,724384.71
WA,2020,Q2,134249.77,74438.13,13675.37,27102.54,,426.66,45300.34
WV,2020,Q2,2859.64,,365.17,2435.75,0.0,2.3,2130.71
WI,2020,Q2,3072370.0,2689792.59,,18984.0,10534.52,556.71,826859.0
WY,2020,Q2,9701.97,,,2253.79,,271.5,3166.32
AL,2020,Q3,19604.17,,1504.26,12730.08,0.0,,5867.61
AK,2020,Q3,49030.93,,7802.5,10128.74,0.0,218.54,17225.23
AZ,2020,Q3,176673.07,,13171.96,9559.34,0.0,361.31,
AR,2020,Q3,10782.26,,,5950.63,0.0,30.98,3184.48
CA,2020,Q3,4059252.0,3688156.64,149950.76,131728.0,,1708.52,1060394.46
CO,2020,Q3,5842697.78,5142975.3,277443.78,45433.17,6341.16,1782.47,1697372.17
CT,2020,Q3,62350.35,39187.13,5635.33,9531.64,,413.42,24059.26
DE,2020,Q3,,,,4279.28,0.0,,
DC,2020,Q3,7122.15,0.0,0.0,6633.84,0.0,,3151.25
FL,2020,Q3,,,165786.83,34643.49,,864.46,541204.08
GA,2020,Q3,3711590.13,3295595.87,68841.22,24185.96,,476.71,801437.28
HI,2020,Q3,8623.23,,1243.28,1102.16,,,7428.17
ID,2020,Q3,12053.65,10482.41,3021.83,4260.6,0.0,,7189.88
IL,2020,Q3,400668.09,357617.83,19309.79,30174.28,,683.71,68717.88
IN,2020,Q3,63178.82,31540.85,9924.51,14673.16,0.0,162.18,20732.94
IA,2020,Q3,38184.57,12220.55,3070.38,16777.05,,171.62,12438.77
KS,2020,Q3,7908.17,,1534.48,3399.01,0.0,139.44,5142.39
KY,2020,Q3,77367.75,,3698.27,8162.3,0.0,,32965.54
LA,2020,Q3,58354.71,,,18613.16,,133.87,28024.56
ME,2020,Q3,72685.8,33769.81,15963.44,17884.46,0.0,,27174.48
MD,2020,Q3,105062.28,100002.63,9967.62,9032.61,,1572.31,33500.57
MA,2020,Q3,156504.17,102412.66,19327.64,27903.02,,178.39,37626.45
MI,2020,Q3,420191.79,294555.91,44488.95,33099.4,,1378.93,140658.03
MN,2020,Q3,1087129.04,988858.73,20306.2,32350.08,,489.51,84050.91
MS,2020,Q3,5786.89,,,3172.13,0.0,,1456.34
MO,2020,Q3,,,,9508.05,,318.01,
MT,2020,Q3,50562.01,19632.67,8506.5,16585.72,0.0,681.99,13251.0
NE,2020,Q3,13907.86,,1329.39,7661.22,0.0,166.07,4628.16
NV,2020,Q3,16729.53,6468.52,3886.26,3314.67,0.0,,2450.07
NH,2020,Q3,,,,16823.84,,595.0,
NJ,2020,Q3,1003719.82,1155110.98,,25361.41,0.0,705.4,234274.94
NM,2020,Q3,32854.93,17177.34,5084.46,7097.69,0.0,211.74,15747.67
NY,2020,Q3,2685227.97,2516276.44,57164.27,38041.73,,923.9,639627.0
NC,2020,Q3,374341.55,303491.05,38736.43,44847.58,,810.75,139395.43
ND,2020,Q3,3161.49,0.0,0.0,2874.17,0.0,,1298.11
OH,2020,Q3,4954426.58,4480883.71,221634.4,34309.56,19562.23,1008.21,927418.04
OK,2020,Q3,9274.56,0.0,272.25,7407.27,0.0,217.02,4136.37
OR,2020,Q3,412979.36,293554.62,47113.89,33117.85,1397.51,375.67,121125.56
PA,2020,Q3,2270389.47,1951192.47,100570.74,22004.87,,1626.15,479641.67
RI,2020,Q3,26125.0,14094.72,1868.04,6761.5,0.0,,5312.44
SC,2020,Q3,28044.06,5515.13,2481.49,14586.91,,506.86,18611.81
SD,2020,Q3,5645.13,,,3672.92,0.0,,2056.12
TN,2020,Q3,1097754.04,904126.94,3997.6,19528.25,,803.56,228536.61
TX,2020,Q3,5355442.01,4692764.03,155855.62,51290.79,,1242.28,1074610.27
UT,2020,Q3,43391.86,20034.37,4927.43,10941.39,0.0,,14141.96
VT,2020,Q3,92315.07,63166.72,8910.32,8938.63,0.0,,20456.87
VA,2020,Q3,3770733.17,3541857.37,148253.01,44309.3,,282.78,700576.83
WA,2020,Q3,177946.83,79402.76,30722.03,41766.87,,489.61,49277.51
WV,2020,Q3,3606.14,,327.54,2300.23,0.0,,2096.2
WI,2020,Q3,3179266.08,2641822.74,,25856.0,6293.42,1075.69,877559.9
WY,2020,Q3,19321.17,,6092.69,4127.39,,369.97,5340.8
AL,2020,Q4,13005.07,4348.71,1741.8,8006.87,0.0,,4586.27
AK,2020,Q4,35670.97,,4488.4,8910.81,0.0,137.93,15804.69
AZ,2020,Q4,325202.53,107269.07,18503.06,10289.71,0.0,572.44,292456.54
AR,2020,Q4,8974.46,,,4973.02,0.0,29.77,3294.05
CA,2020,Q4,3247904.0,2731209.05,147703.18,111637.0,,1546.0,990516.93
CO,2020,Q4,4632562.0,4207494.9,179920.43,36032.0,9165.71,1299.55,1654997.55
CT,2020,Q4,45260.92,26763.9,3949.28,10504.83,,291.39,20439.38
DE,2020,Q4,,,,2436.8,0.0,,
DC,2020,Q4,8718.56,,,5861.98,0.0,,4917.71
FL,2020,Q4,,,219708.44,42078.78,,1466.36,548665.6
GA,2020,Q4,3372964.84,2900471.54,78403.28,23223.49,,540.45,777601.28
HI,2020,Q4,7870.8,,,2119.11,,,4488.71
ID,2020,Q4,10307.19,7652.62,2547.56,3358.11,,69.93,5934.26
IL,2020,Q4,286929.65,257467.63,13586.59,25503.99,,439.25,64316.3
IN,2020,Q4,45585.67,24827.05,7773.65,13204.65,0.0,174.85,24172.73
IA,2020,Q4,27901.16,,2956.8,10891.06,,161.51,10449.0
KS,2020,Q4,7076.17,,912.31,2816.19,0.0,135.18,4073.88
KY,2020,Q4,69634.72,,3520.1,6604.96,0.0,417.16,43183.63
LA,2020,Q4,55108.74,,,17777.93,,,27720.05
ME,2020,Q4,50737.8,27045.74,10540.52,12984.83,,24.71,22897.84
MD,2020,Q4,95336.96,94305.54,7738.49,8077.39,,1012.94,29856.13
MA,2020,Q4,104319.21,65025.35,11013.3,26327.48,,227.07,31300.46
MI,2020,Q4,307485.55,236934.92,29470.87,25714.05,,1011.71,128448.73
MN,2020,Q4,1094020.87,1017191.93,12054.14,22550.71,,268.66,77822.19
MS,2020,Q4,4262.11,,,2046.73,0.0,,1268.12
MO,2020,Q4,,,,8162.56,,337.64,
MT,2020,Q4,35698.25,14221.74,5864.72,11164.32,0.0,384.92,14489.04
NE,2020,Q4,11739.08,,1008.25,6753.77,0.0,139.1,4385.66
NV,2020,Q4,17796.13,6285.89,3852.52,4096.47,0.0,,3582.34
NH,2020,Q4,,,,13567.66,0.0,517.65,
NJ,2020,Q4,1177955.21,1266283.2,,21524.55,0.0,556.15,218933.7
NM,2020,Q4,28581.67,17173.45,3344.28,5541.89,0.0,88.85,14009.8
NY,2020,Q4,2296811.42,2000044.95,49856.54,30758.16,47652.34,3762.79,663587.77
NC,2020,Q4,360693.04,279861.72,39798.67,43664.45,,1154.64,
ND,2020,Q4,3218.31,0.0,0.0,3194.04,0.0,,1248.13
OH,2020,Q4,4483444.7,4175893.36,169087.62,27248.86,,763.65,859387.77
OK,2020,Q4,6254.87,0.0,247.07,5918.34,0.0,191.36,3600.11
OR,2020,Q4,405404.96,270332.47,30252.59,61428.44,,374.3,139988.69
PA,2020,Q4,2032908.08,1756708.1,88957.83,19954.22,,1388.1,424070.33
RI,2020,Q4,20516.45,12070.89,1236.6,4709.83,0.0,,7536.04
SC,2020,Q4,22369.85,3460.37,2251.27,12633.17,,556.06,16385.31
SD,2020,Q4,3351.77,,,2508.69,0.0,,2092.06
TN,2020,Q4,1075488.44,1000377.06,4567.45,16731.22,,844.78,218251.55
TX,2020,Q4,4908228.02,4422205.18,172979.78,51605.21,,1353.79,1056237.16
UT,2020,Q4,38809.44,17724.28,4599.65,10593.14,0.0,,14441.5
VT,2020,Q4,72940.83,48304.1,6339.02,9653.19,0.0,,18720.99
VA,2020,Q4,3387144.36,3089002.81,148759.8,41517.4,,178.27,670489.0
WA,2020,Q4,119758.0,60055.71,18826.49,25640.94,45.29,359.61,41341.79
WV,2020,Q4,2877.44,,281.64,1845.44,0.0,,2293.32
WI,2020,Q4,2624699.0,2399622.29,,22413.0,7487.97,726.59,780817.08
WY,2020,Q4,16633.42,,4371.99,2893.36,0.0,,6918.52
AL,2021,Q1,15473.4,,1342.11,9949.08,0.0,,5214.27
AK,2021,Q1,31700.88,,6250.67,7866.34,0.0,130.26,12558.4
AZ,2021,Q1,470030.54,301527.28,17617.49,10601.13,0.0,623.62,430696.7
AR,2021,Q1,8434.15,2401.87,607.47,5894.3,0.0,,3407.34
CA,2021,Q1,3447305.0,2721810.62,170281.4,124923.0,,1600.63,1100406.98
CO,2021,Q1,5252579.0,4396471.57,281846.25,46028.0,12759.29,1294.52,1787199.16
CT,2021,Q1,43901.39,24408.37,4482.12,8443.89,0.0,141.83,21051.05
DE,2021,Q1,,,,3199.55,0.0,,
DC,2021,Q1,7400.0,,,5257.0,0.0,0.0,4320.17
FL,2021,Q1,,,234658.27,48948.0,,1472.21,551284.14
GA,2021,Q1,3025999.03,2532578.4,79470.75,21936.32,,555.87,880030.63
HI,2021,Q1,16585.93,,,2783.93,,,8387.02
ID,2021,Q1,9194.9,7929.9,2863.43,3107.58,0.0,162.26,7151.03
IL,2021,Q1,346723.0,301870.37,21623.81,24640.0,,598.01,75859.36
IN,2021,Q1,50590.31,24548.45,10043.21,12926.25,0.0,126.06,25962.16
IA,2021,Q1,30310.82,,2291.69,14421.05,,87.58,12672.62
KS,2021,Q1,6521.66,,732.0,3244.47,0.0,127.18,2830.03
KY,2021,Q1,79953.0,,4532.9,6830.0,0.0,552.35,52808.2
LA,2021,Q1,47271.0,,,17477.0,,129.59,
ME,2021,Q1,51570.68,20817.0,12761.09,15710.84,0.0,89.94,22492.05
MD,2021,Q1,128954.0,111390.24,8224.88,9635.0,,573.6,36054.18
MA,2021,Q1,113767.27,60320.42,13235.9,20429.83,,242.52,43244.85
MI,2021,Q1,374156.88,250112.97,44928.85,22944.0,,1215.0,153775.49
MN,2021,Q1,,,16068.75,24821.0,,419.44,86082.61
MS,2021,Q1,4199.79,,,1969.59,0.0,,1289.09
MO,2021,Q1,,,,9503.59,,265.01,
MT,2021,Q1,42405.93,13184.15,7731.8,12124.78,0.0,635.55,16358.11
NE,2021,Q1,11025.77,,1499.09,6200.55,0.0,109.21,5217.66
NV,2021,Q1,18410.0,5864.31,5228.15,3842.0,,,2619.2
NH,2021,Q1,,,,12636.59,0.0,519.29,
NJ,2021,Q1,1084013.75,1183754.52,,18782.81,,255.74,
NM,2021,Q1,26861.18,14208.48,5056.86,5586.16,0.0,100.7,12678.36
NY,2021,Q1,2579820.21,2047109.97,67854.91,28596.46,,917.42,831894.47
NC,2021,Q1,355685.84,282010.39,39324.38,40157.67,,886.53,156300.63
ND,2021,Q1,3769.43,0.0,0.0,3437.31,0.0,26.73,1171.81
OH,2021,Q1,4512429.59,3954210.39,220771.83,30524.84,,1321.89,951634.73
OK,2021,Q1,13307.76,,,6265.0,0.0,196.44,6137.02
OR,2021,Q1,444910.71,316057.88,39013.61,29657.71,,205.86,154036.44
PA,2021,Q1,2077867.0,,100400.91,20311.0,,1495.95,447562.15
RI,2021,Q1,24549.93,12627.55,1232.52,4542.19,0.0,,10760.13
SC,2021,Q1,23534.0,3646.26,2026.13,14569.0,,497.87,15324.27
SD,2021,Q1,3563.25,,,2516.58,0.0,,2381.96
TN,2021,Q1,981556.0,901290.15,4900.93,17491.0,,881.75,190996.03
TX,2021,Q1,4243909.97,3715398.17,172211.23,47307.31,,1363.76,1095435.88
UT,2021,Q1,37059.95,15324.96,5798.44,9087.03,0.0,,15678.1
VT,2021,Q1,74570.68,46017.01,8434.55,5229.57,0.0,86.46,21651.19
VA,2021,Q1,3569818.0,2982342.97,171699.04,37425.0,,321.6,788334.35
WA,2021,Q1,135495.88,56390.36,28857.67,25688.92,,552.21,44450.57
WV,2021,Q1,2538.79,,278.04,1928.75,0.0,,2366.07
WI,2021,Q1,2849808.0,2282263.57,,20432.0,7995.79,1163.53,947718.05
WY,2021,Q1,12662.86,,4108.31,2979.85,0.0,,6323.73
AL,2021,Q2,18845.45,,2342.13,12610.17,0.0,,5016.59
AK,2021,Q2,52390.54,,12139.71,12649.5,0.0,184.54,14948.77
AZ,2021,Q2,659112.22,542231.53,23674.7,13871.17,0.0,772.23,526024.42
AR,2021,Q2,14148.76,5643.97,1094.78,8799.8,0.0,4.67,5028.03
CA,2021,Q2,3793582.0,2949407.35,300848.25,142546.0,,2206.17,1187061.95
CO,2021,Q2,5860766.0,4845400.56,401938.23,52368.0,3219.75,1407.37,1871924.37
CT,2021,Q2,58723.15,31879.09,8575.43,8557.34,,320.13,24263.5
DE,2021,Q2,,,,4597.32,,,
DC,2021,Q2,11363.77,,,7816.43,0.0,,4450.68
FL,2021,Q2,,,251956.01,53385.0,,2119.79,536658.43
GA,2021,Q2,3970959.83,3401917.99,93592.38,25357.25,,455.44,964363.41
HI,2021,Q2,23315.2,,,3461.66,,,7370.74
ID,2021,Q2,13759.63,8769.33,3833.76,4529.87,0.0,321.96,7413.93
IL,2021,Q2,415580.0,342416.96,34869.52,34152.0,,843.04,94405.25
IN,2021,Q2,50118.85,23456.45,8987.73,15133.55,0.0,199.4,29733.67
IA,2021,Q2,43784.93,,5737.04,19555.25,,107.77,14518.32
KS,2021,Q2,8375.79,,988.04,4377.78,0.0,272.78,2903.38
KY,2021,Q2,99747.0,,6323.69,7452.0,0.0,644.22,67833.7
LA,2021,Q2,65750.0,,,23174.0,,185.11,
ME,2021,Q2,69942.49,28300.83,23444.13,15217.16,,238.72,25562.11
MD,2021,Q2,137190.0,117690.31,13281.62,12930.0,,1032.6,35941.75
MA,2021,Q2,148208.51,79594.88,28605.78,28428.67,,337.67,44747.88
MI,2021,Q2,408200.26,267169.8,73967.72,36678.63,,1795.49,150831.53
MN,2021,Q2,911151.0,,28293.56,33844.0,,754.67,88208.1
MS,2021,Q2,5448.35,,,2939.19,0.0,,1595.09
MO,2021,Q2,,,,13287.9,,856.56,
MT,2021,Q2,52937.74,18468.94,9884.9,16176.19,0.0,728.55,17179.4
NE,2021,Q2,14056.01,,1900.69,8617.28,,133.67,5616.75
NV,2021,Q2,20441.0,4497.06,6395.43,5291.0,,,2968.69
NH,2021,Q2,,,35671.33,15463.28,,256.1,
NJ,2021,Q2,1140181.33,1145558.95,,23351.97,,595.08,
NM,2021,Q2,35615.22,16258.19,7401.93,7857.46,,244.97,14229.44
NY,2021,Q2,2755567.93,2451997.31,114367.36,41620.35,,1380.55,805913.51
NC,2021,Q2,436252.19,318601.12,64212.89,53751.52,,1021.01,145147.97
ND,2021,Q2,4629.53,0.0,0.0,3798.37,0.0,,1306.15
OH,2021,Q2,5090885.37,4513089.86,265361.07,39152.19,,1639.13,1053047.88
OK,2021,Q2,26573.0,,,7427.0,0.0,221.24,16823.54
OR,2021,Q2,508606.14,347715.94,60799.29,40423.02,1703.51,416.64,108349.71
PA,2021,Q2,2240840.0,1785784.84,150341.34,28360.0,,2514.28,516477.11
RI,2021,Q2,28670.07,12942.05,2893.74,7725.15,0.0,,14393.2
SC,2021,Q2,32966.0,5193.89,3888.99,18544.0,,459.86,21786.25
SD,2021,Q2,4822.06,,,3337.97,0.0,76.52,2462.52
TN,2021,Q2,1059899.0,669651.22,7512.46,25375.0,,947.61,422575.65
TX,2021,Q2,5345388.76,4627907.26,246421.57,69392.22,,2121.05,1070475.93
UT,2021,Q2,51982.41,18421.05,8822.35,13048.74,0.0,,18907.5
VT,2021,Q2,88281.59,50753.8,13175.7,6908.51,0.0,66.11,56344.6
VA,2021,Q2,3776233.0,3422504.1,243925.39,46174.0,,121.42,768064.51
WA,2021,Q2,178675.73,72333.21,38991.08,41730.94,97.13,836.69,50495.0
WV,2021,Q2,3455.9,,407.95,2366.81,0.0,32.61,2394.69
WI,2021,Q2,3373517.0,2840470.5,,48118.0,9813.42,1245.93,984801.95
WY,2021,Q2,18033.6,,7370.19,4582.74,,,6216.41
